0.13805988,0.83875,0.13805988,0.2937497,0.09243058,0.846,0.09243058,0.23626067
0.10438384,0.844875,0.10438384,0.25061485,0.08111378,0.8495,0.08111378,0.22257726
0.09569521,0.84675,0.09569521,0.2387979,0.07771499,0.846,0.07771499,0.21576117
0.090382926,0.853125,0.090382926,0.22978866,0.06638824,0.846,0.06638824,0.19681229
0.07433196,0.86575,0.07433196,0.20241986,0.04486204,0.9055,0.04486204,0.14979213
0.06275482,0.8695,0.06275482,0.1812666,0.03717288,0.8785,0.03717288,0.13194722
0.057153333,0.8805,0.057153333,0.17032634,0.032365426,0.9135,0.032365426,0.11369154
0.05236108,0.883375,0.05236108,0.16075687,0.027697928,0.9125,0.027697928,0.10946356
0.049829002,0.8915,0.049829002,0.15641747,0.024411762,0.9215,0.024411762,0.099494904
0.04751466,0.88975,0.04751466,0.15202124,0.025430126,0.942,0.025430126,0.10080725
0.045415696,0.89525,0.045415696,0.1483833,0.02079442,0.933,0.02079442,0.09022857
0.04338541,0.896,0.04338541,0.14508338,0.019897057,0.948,0.019897057,0.090762004
0.0425591,0.899625,0.0425591,0.14354609,0.02023753,0.947,0.02023753,0.09374528
0.041040078,0.901125,0.041040078,0.14058052,0.019345004,0.951,0.019345004,0.08899396
0.038587943,0.906125,0.038587943,0.13588065,0.018302716,0.952,0.018302716,0.09081132
0.038799647,0.902375,0.038799647,0.13593255,0.01730228,0.9495,0.01730228,0.08505723
0.038229115,0.901375,0.038229115,0.133506,0.015827399,0.952,0.015827399,0.08215183
0.035630953,0.912125,0.035630953,0.12905909,0.01624863,0.93,0.01624863,0.07509834
0.03453203,0.91625,0.03453203,0.124744624,0.014632015,0.947,0.014632015,0.075111106
0.03366057,0.918875,0.03366057,0.123072416,0.012745681,0.951,0.012745681,0.068215676
0.031597946,0.918375,0.031597946,0.11867989,0.010953553,0.9575,0.010953553,0.060019977
0.031076211,0.9175,0.031076211,0.11867357,0.011936903,0.9485,0.011936903,0.06657443
