0.06319131,0.8867625,0.06319131,0.1845567,0.016559651,0.93275,0.016559651,0.08271978
0.030566953,0.9208875,0.030566953,0.1200478,0.008358822,0.9604,0.008358822,0.057747595
0.022726625,0.9346125,0.022726625,0.09999889,0.006469103,0.97035,0.006469103,0.049858477
0.019444726,0.9424125,0.019444726,0.0911379,0.0066212197,0.97225,0.0066212197,0.050557856
0.018009042,0.94225,0.018009042,0.08713601,0.004978498,0.9698,0.004978498,0.039247967
0.016219037,0.9471125,0.016219037,0.082170576,0.0038609074,0.98345,0.0038609074,0.035582203
0.0152302645,0.9472125,0.0152302645,0.07953751,0.003959164,0.975,0.003959164,0.037828773
0.01404822,0.9490875,0.01404822,0.075983666,0.0054196254,0.972,0.0054196254,0.04106281
0.013105514,0.950975,0.013105514,0.07331132,0.0039661643,0.97305,0.0039661643,0.03603182
0.01271774,0.952175,0.01271774,0.071790926,0.004499924,0.97235,0.004499924,0.041423835
0.011973072,0.9528,0.011973072,0.06938939,0.0034421445,0.97735,0.0034421445,0.037601855
0.011223967,0.953125,0.011223967,0.06752658,0.0032779668,0.9733,0.0032779668,0.03456396
0.010875926,0.954975,0.010875926,0.06629152,0.0027780456,0.984,0.0027780456,0.031946916
0.010510392,0.955675,0.010510392,0.06506518,0.004847728,0.97,0.004847728,0.037207685
0.010242247,0.955925,0.010242247,0.06424917,0.0025955054,0.96965,0.0025955054,0.030881016
0.0098929675,0.9564375,0.0098929675,0.063269615,0.0038590198,0.9679,0.0038590198,0.037825283
0.009500754,0.958125,0.009500754,0.06216242,0.0032682812,0.97665,0.0032682812,0.0388007
0.009019477,0.9585,0.009019477,0.060403515,0.0029912558,0.9682,0.0029912558,0.035881467
0.009136933,0.958725,0.009136933,0.060359143,0.0026189645,0.9821,0.0026189645,0.03173983
0.008950683,0.9599125,0.008950683,0.059250765,0.0028075462,0.9809,0.0028075462,0.034334276
0.0087816715,0.9596875,0.0087816715,0.059092354,0.0031496529,0.97765,0.0031496529,0.04006259
0.008291968,0.9607875,0.008291968,0.057851683,0.003011569,0.9747,0.003011569,0.03504565
0.008230499,0.9593,0.008230499,0.057422925,0.0027656124,0.9743,0.0027656124,0.035259165
0.008212149,0.961,0.008212149,0.056828473,0.0043953885,0.95765,0.0043953885,0.043974984
0.007849708,0.9621625,0.007849708,0.05601096,0.0024280148,0.9771,0.0024280148,0.029452115
0.007800848,0.9626875,0.007800848,0.055821557,0.0025179724,0.97765,0.0025179724,0.032956
